"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"LTI-1M","4425.65","380850.00","568671.00","0.38","-4.30","-6.19","11.03","-22.64","4436.65","4453.11","4552.95","4533.65","4570.11","4566.42","4694.54","4575.53","4579.67","4570.19","4373.57","4653.14","5362.73","4890.54","4820.69","4319.52","4570.11","-49.67","-17.89","-31.78","14.40","24.15","30.95","42.34","36.92","24.54","-82.62","4808.59","107.00","144.13","-73.29","","36.54","20.70","-292.05","","2022-09-21"
"LTTS","3456.10","297279.00","403323.56","1.41","-6.01","-5.94","11.34","-24.19","3454.27","3474.15","3602.90","3560.75","3619.40","3581.02","3630.28","3569.83","3518.22","3558.59","3424.29","3628.54","4196.55","3827.50","3869.97","3368.83","3619.40","-25.24","18.23","-43.46","18.74","21.31","33.37","43.22","26.36","12.72","-103.29","3826.77","110.85","121.08","-76.06","","52.37","25.90","-218.25","","2022-09-21"
"LTTS-1M","3449.30","507000.00","587576.00","1.17","-6.27","-6.26","10.74","-24.31","3456.91","3474.62","3613.02","3567.03","3629.94","3588.88","3640.21","3578.37","3527.23","3567.01","3431.11","3636.60","4204.97","3800.52","3889.89","3370.00","3629.94","-27.71","18.16","-45.88","17.86","20.72","33.88","42.75","26.13","12.75","-105.01","3840.84","107.80","126.23","-77.05","","48.40","25.33","-230.40","","2022-09-21"
"LUMAXIND","1670.20","7820.00","17786.52","-2.21","-2.63","17.67","46.84","13.78","1701.17","1688.15","1671.52","1664.26","1641.04","1634.05","1557.11","1578.11","1522.62","1520.68","1367.19","1415.71","1207.38","1317.48","1753.43","1528.64","1641.04","59.17","61.82","-2.65","27.83","21.45","15.21","57.93","21.34","32.80","34.80","1798.09","70.90","70.41","-56.91","","0.00","6.10","250.80","","2022-09-21"
"LUMAXTECH","285.25","155492.00","471710.30","-0.37","-2.91","21.82","74.36","104.70","291.61","288.61","287.75","285.25","281.91","279.06","262.29","266.37","253.00","253.66","217.28","231.71","192.34","200.98","306.96","256.86","281.91","12.52","14.15","-1.63","44.78","27.88","14.30","56.40","25.18","31.48","3.61","308.64","13.55","15.36","-55.89","","0.00","4.04","51.10","","2022-09-21"
"LUPIN","661.35","1271390.00","1230088.14","-1.47","-0.76","-3.16","10.67","-30.45","653.78","658.70","660.63","660.48","661.44","661.50","666.48","660.64","658.62","660.04","642.07","670.61","739.41","735.34","683.21","639.68","661.44","-1.16","0.14","-1.30","16.84","23.20","25.13","50.01","71.16","57.10","58.04","623.00","21.90","17.45","-34.89","","78.54","68.06","-21.55","","2022-09-21"
"LUPIN-1M","662.55","2456500.00","2819246.00","-1.44","-0.91","-2.87","10.64","-30.29","655.10","660.08","662.91","662.41","664.00","663.55","668.75","662.58","660.14","661.77","643.13","672.07","740.76","736.74","685.81","642.18","664.00","-1.30","0.30","-1.60","17.01","24.35","25.84","49.69","71.80","57.08","47.58","623.50","21.55","17.32","-33.98","","78.49","67.00","-19.55","","2022-09-21"
"LUXIND","1863.30","27603.00","59967.04","-2.05","-0.36","6.10","4.13","-53.42","1896.54","1884.69","1868.09","1869.46","1840.19","1859.04","1842.50","1854.10","1850.66","1866.86","1877.00","1960.57","2426.08","2271.45","1937.39","1742.99","1840.19","16.71","9.80","6.92","18.80","23.54","16.21","51.93","15.62","33.14","22.41","1828.73","53.15","46.07","-64.23","","0.00","26.26","107.05","","2022-09-21"
"LXCHEM","359.95","924945.00","2192213.74","-1.55","-6.20","10.25","14.76","-33.32","367.44","364.11","356.00","357.24","346.59","350.47","336.04","341.13","324.98","336.83","324.70","340.88","380.08","351.75","385.67","307.51","346.59","12.53","11.58","0.95","25.66","31.01","20.98","58.57","7.84","20.65","30.99","342.27","13.75","14.50","-51.00","","0.00","2.99","33.45","","2022-09-21"
"LYKALABS","137.30","85396.00","246704.78","0.37","-5.08","20.39","17.70","62.39","137.37","138.36","145.16","141.34","146.64","140.86","136.47","138.33","133.96","136.41","128.76","136.09","155.31","133.23","160.85","132.44","146.64","1.45","3.76","-2.30","23.66","21.89","21.13","47.23","43.08","34.85","-89.90","162.38","7.05","7.95","-77.88","","43.86","28.82","23.25","","2022-09-21"
"LYPSAGEMS","5.95","13005.00","30109.04","0.00","-0.83","-4.03","-26.99","25.26","5.99","5.97","6.00","6.00","6.01","6.02","6.07","6.05","6.08","6.08","6.11","6.13","6.34","6.02","6.13","5.89","6.01","-0.04","-0.04","0.00","6.70","10.51","12.46","45.26","27.76","34.86","-58.33","6.50","0.30","0.29","-62.50","","0.00","0.00","-0.25","","2022-09-21"
"M&M","1306.65","2887754.00","3546329.80","0.28","0.66","6.52","30.97","73.26","1289.08","1296.14","1298.47","1293.35","1294.81","1287.04","1280.45","1264.97","1242.71","1233.62","1145.75","1160.95","975.79","1034.15","1333.53","1256.10","1294.81","15.17","20.12","-4.95","23.74","19.27","20.89","57.21","84.70","73.31","37.42","1324.04","29.40","33.36","-30.29","","99.88","86.21","79.95","","2022-09-21"
"M&M-1M","1307.35","3620400.00","4837014.00","0.23","0.30","6.47","31.45","72.90","1291.82","1298.67","1302.43","1296.87","1298.95","1290.55","1284.16","1267.80","1244.02","1235.66","1145.37","1162.03","976.51","1034.89","1338.38","1259.52","1298.95","15.38","20.92","-5.55","24.77","18.01","23.77","56.75","83.98","72.87","9.67","1326.67","33.40","32.56","-32.61","","97.80","82.29","79.40","","2022-09-21"
"M&MFIN","223.75","1610435.00","4624423.76","-1.58","-2.53","17.33","30.62","24.76","226.10","225.33","224.15","222.03","216.84","218.16","208.09","211.99","206.01","206.64","193.57","197.25","174.84","184.15","238.40","195.27","216.84","7.32","7.28","0.04","34.06","26.63","18.65","61.18","21.64","26.01","23.10","234.55","7.10","6.63","-39.62","","0.00","10.14","33.05","","2022-09-21"
"M&MFIN-1M","224.15","6788000.00","10925520.00","-1.69","-2.61","17.60","30.74","24.70","226.65","225.90","224.82","222.65","217.51","218.75","208.73","212.44","206.07","206.93","193.45","197.37","174.93","184.24","239.19","195.84","217.51","7.41","7.44","-0.03","34.12","27.92","18.45","60.99","19.74","23.95","17.02","235.06","6.75","6.48","-40.75","","0.00","10.84","33.55","","2022-09-21"
"MAANALU","169.80","44967.00","92098.36","-3.50","-6.73","13.92","57.88","24.26","176.15","174.87","174.03","172.48","167.78","167.82","156.84","159.19","145.99","152.03","133.23","142.69","129.98","132.79","192.44","143.11","167.78","9.21","10.23","-1.02","42.89","22.37","16.40","55.41","13.65","19.18","-7.58","193.95","10.80","10.63","-58.51","","0.00","5.25","20.75","","2022-09-21"
"MACPOWER","354.20","612645.00","46855.96","4.75","23.07","59.51","81.41","97.88","306.47","318.62","294.84","293.95","273.30","280.92","253.97","264.20","243.80","252.81","226.68","238.67","220.96","218.52","343.64","202.96","273.30","23.60","17.64","5.95","40.90","47.38","9.49","77.68","74.05","61.58","293.79","270.38","59.85","23.28","-27.36","","100.00","75.77","132.15","","2022-09-21"
"MADHAV","49.75","12074.00","31478.00","-1.78","-4.78","-4.14","14.63","-11.16","50.63","50.61","52.24","51.48","52.27","51.53","51.48","51.01","49.81","50.46","48.32","50.14","51.70","50.82","54.96","49.58","52.27","0.09","0.66","-0.57","34.52","15.71","14.28","42.77","7.94","13.60","-135.22","56.58","1.35","2.46","-97.81","","1.64","12.77","-2.15","","2022-09-21"
"MADHUCON","6.20","17613.00","53107.60","0.00","-3.88","-8.15","1.64","30.53","6.16","6.21","6.42","6.31","6.47","6.30","6.20","6.19","5.86","6.10","5.83","6.13","7.20","6.34","6.92","6.02","6.47","0.05","0.14","-0.09","14.76","15.16","17.50","48.51","46.28","33.46","-85.78","6.87","0.30","0.37","-68.18","","89.64","43.92","-0.55","","2022-09-21"
"MADRASFERT","50.35","480963.00","668346.34","-4.82","-5.53","8.51","18.61","70.68","52.56","52.20","53.27","52.44","52.30","51.97","50.70","50.92","49.17","50.00","48.14","48.22","42.38","43.44","55.91","48.68","52.30","0.99","1.36","-0.37","32.95","26.74","16.71","45.94","4.43","12.69","-142.99","57.29","3.50","2.76","-97.28","","0.00","0.00","3.95","","2022-09-21"
"MAESGETF","29.54","3496.00","65133.64","-0.40","-1.66","0.24","15.12","-2.19","29.56","29.61","29.73","29.66","29.63","29.60","29.60","29.36","29.02","29.09","28.10","28.75","28.69","28.46","30.19","29.08","29.63","0.15","0.24","-0.08","23.67","26.40","26.68","50.95","38.55","33.51","-38.67","30.19","0.30","0.39","-63.64","","38.90","32.99","0.07","","2022-09-21"
"MAFANG","40.68","227749.00","433171.48","0.25","-0.29","-6.83","7.96","-24.78","40.45","40.66","41.20","41.24","41.87","41.63","42.80","41.95","42.39","42.04","41.22","42.54","45.94","45.11","44.34","39.39","41.87","-0.65","-0.46","-0.19","18.49","28.00","31.68","41.48","50.57","26.79","-76.39","42.05","0.54","1.15","-85.59","","100.00","66.67","-2.98","","2022-09-21"
"MAGADSUGAR","309.95","56356.00","24671.16","0.16","1.49","5.44","-0.63","9.93","304.86","306.19","305.56","304.80","302.43","305.33","305.73","308.44","318.05","312.01","320.86","316.52","314.13","307.22","314.31","290.55","302.43","-1.68","-3.23","1.55","13.14","24.68","17.73","52.94","57.00","44.52","108.31","296.00","18.45","11.29","-46.79","","100.00","66.67","16.00","","2022-09-21"
"MAGNUM","14.15","43054.00","120872.72","-1.39","-4.39","9.27","22.51","76.88","14.36","14.31","14.48","14.26","14.15","14.08","13.60","13.71","13.04","13.41","12.71","12.97","12.31","11.91","15.62","12.69","14.15","0.37","0.46","-0.08","21.17","13.45","13.18","53.09","20.66","45.17","-81.21","15.43","0.60","0.95","-64.91","","0.00","11.16","1.20","","2022-09-21"
"MAHABANK","18.60","3719250.00","3491633.66","-2.11","-4.37","8.45","18.85","-3.63","18.90","18.82","18.75","18.68","18.45","18.47","18.02","18.10","17.59","17.82","17.00","17.59","18.03","17.88","19.56","17.35","18.45","0.41","0.44","-0.03","35.80","28.66","18.46","54.39","10.60","15.40","21.98","20.18","0.80","0.61","-70.21","","0.00","12.22","1.45","","2022-09-21"
"MAHAPEXLTD","100.60","16704.00","30225.44","-4.10","-12.56","33.25","25.28","6.51","105.90","104.29","104.10","101.69","95.13","97.72","87.30","92.35","85.11","89.20","82.28","86.94","89.73","87.73","124.50","65.76","95.13","7.28","7.24","0.04","37.16","23.19","17.38","54.89","9.18","11.88","-7.52","120.79","7.55","8.80","-48.78","","0.00","5.91","25.10","","2022-09-21"
"MAHASTEEL","71.20","13072.00","25036.24","-1.25","-4.24","9.62","0.78","-23.03","73.77","72.64","71.49","71.65","69.93","70.65","68.47","69.32","67.58","68.63","66.42","68.94","73.29","73.51","76.31","63.55","69.93","1.83","1.65","0.18","44.15","20.51","8.82","53.68","17.69","40.70","16.97","79.00","4.30","3.67","-64.73","","0.00","18.79","6.25","","2022-09-21"
"MAHEPC","107.90","27583.00","41989.34","-2.00","-3.83","0.94","15.65","-22.74","109.77","109.69","112.50","111.10","112.59","110.93","109.69","109.56","107.43","108.04","103.22","106.31","106.51","110.09","118.84","106.33","112.59","0.65","1.71","-1.06","23.15","16.09","18.24","45.69","30.86","35.07","-132.70","118.17","3.55","4.75","-86.92","","0.22","17.42","1.00","","2022-09-21"
"MAHESHWARI","78.00","35653.00","62539.74","0.26","-8.02","4.21","6.85","-24.24","79.51","79.31","80.77","79.71","78.73","79.10","77.29","78.17","76.30","77.96","77.20","79.24","84.40","83.87","86.96","70.50","78.73","1.16","1.53","-0.37","20.45","20.73","16.95","48.64","10.12","5.83","-50.94","91.50","2.55","3.78","-71.69","","4.54","1.51","3.15","","2022-09-21"
"MAHINDCIE","278.10","385207.00","728837.62","-0.09","-0.55","1.79","38.50","17.84","281.10","278.42","274.65","276.61","274.99","275.31","275.63","270.88","267.66","264.17","240.21","250.12","221.67","232.36","287.14","262.83","274.99","3.07","3.19","-0.12","34.05","27.70","12.55","53.91","12.49","26.28","36.63","264.08","9.35","12.53","-65.26","","1.26","13.29","4.90","","2022-09-21"
"MAHLIFE","470.60","219796.00","360545.62","-1.11","-8.53","-2.67","19.65","69.80","477.36","481.86","508.23","495.39","508.40","494.22","482.47","483.10","462.36","469.20","433.52","439.85","360.01","378.56","552.60","464.20","508.40","4.88","14.47","-9.58","42.60","17.86","26.05","43.16","30.19","29.07","-122.95","530.97","16.00","22.97","-79.99","","44.51","34.01","-12.90","","2022-09-21"
"MAHLOG","530.45","660057.00","241405.74","3.66","-2.89","9.03","26.24","-27.08","523.54","521.04","509.33","511.80","501.00","505.96","494.83","498.30","489.84","493.05","477.44","491.33","518.67","512.70","539.56","462.45","501.00","10.60","8.16","2.45","28.34","26.89","9.56","61.83","40.01","36.77","80.39","496.48","27.70","21.87","-35.10","","55.86","22.42","43.95","","2022-09-21"
"MAHSCOOTER","5252.15","15596.00","13243.36","-1.52","0.51","21.45","43.13","18.51","5244.96","5215.07","4912.72","4953.32","4652.31","4776.77","4429.96","4539.12","4206.87","4369.61","3994.83","4156.61","3867.77","3991.37","5559.82","3744.79","4652.31","322.76","261.50","61.25","54.27","37.68","9.58","71.95","51.34","66.45","84.03","4920.05","256.55","210.18","-19.82","","7.79","28.47","927.60","","2022-09-21"
"MAHSEAMLES","795.60","136976.00","210168.56","-5.47","-4.16","-0.67","33.12","149.21","832.17","824.59","824.01","824.13","823.62","817.14","803.96","796.89","773.63","772.02","696.01","721.15","610.97","624.91","851.91","795.33","823.62","15.74","20.24","-4.50","31.22","16.67","22.99","46.03","25.45","63.62","-73.73","850.00","57.45","25.75","-83.69","","0.00","43.88","-5.35","","2022-09-21"
"MAITHANALL","1011.70","32496.00","61335.66","-0.61","-4.74","1.15","24.43","-3.86","1034.04","1027.77","1042.99","1034.36","1037.27","1028.62","1014.35","1012.17","979.74","1002.08","955.09","1007.50","1064.17","1017.28","1070.90","1003.64","1037.27","13.30","20.90","-7.60","21.20","16.78","18.77","47.52","4.33","10.87","-139.31","1094.37","28.75","36.67","-91.63","","0.00","0.00","11.50","","2022-09-21"
"MALUPAPER","35.40","80341.00","83686.78","-4.97","-9.23","-3.54","22.07","2.91","36.71","36.55","36.73","36.75","36.91","36.57","36.27","35.92","34.76","35.25","33.15","34.32","33.12","33.43","39.15","34.67","36.91","0.46","0.71","-0.25","31.36","21.07","17.03","46.43","17.46","18.17","-75.90","40.00","3.45","2.15","-83.64","","0.00","8.36","-1.30","","2022-09-21"
"MAN50ETF","185.10","29178.00","120957.04","-0.32","-1.45","1.52","16.25","2.14","185.00","185.27","185.63","185.23","184.77","184.66","184.23","182.85","180.24","180.88","174.16","178.12","176.10","174.94","188.58","180.96","184.77","1.35","1.80","-0.45","24.90","29.21","25.93","53.70","47.61","37.53","12.88","181.63","3.23","3.50","-62.95","","40.65","33.77","2.78","","2022-09-21"
"MANAKALUCO","23.10","111957.00","103442.48","-1.70","3.59","10.26","14.64","5.24","22.93","23.09","22.68","22.63","22.18","22.37","21.90","22.02","21.51","21.81","21.14","21.77","22.95","21.37","24.18","20.19","22.18","0.48","0.37","0.11","17.19","18.89","10.26","55.08","47.86","58.71","75.71","21.00","2.65","1.89","-55.77","","42.81","65.75","2.15","","2022-09-21"
"MANAKCOAT","19.05","41859.00","49436.52","0.26","-2.81","0.00","-3.79","32.29","19.26","19.36","21.13","20.11","20.66","20.25","20.10","20.26","19.93","20.37","20.38","21.15","26.09","22.00","24.52","16.79","20.66","-0.19","0.18","-0.38","20.06","20.52","19.11","41.67","14.25","9.04","-85.69","23.50","1.10","1.26","-95.74","","31.77","18.43","0.00","","2022-09-21"
"MANAKSIA","79.85","46806.00","98691.88","-1.18","-4.03","7.11","7.47","20.62","81.36","80.99","81.72","80.99","80.06","80.44","78.66","79.70","79.01","79.28","78.68","78.63","76.51","75.70","86.14","73.97","80.06","1.01","1.14","-0.13","25.40","21.75","15.99","49.53","5.87","10.32","-38.17","92.00","2.30","3.28","-75.88","","0.00","4.68","5.30","","2022-09-21"
"MANAKSTEEL","38.15","33932.00","98591.70","0.13","-2.55","-1.80","8.23","8.84","38.30","38.37","39.15","38.92","39.41","39.16","39.66","39.36","39.77","39.53","39.28","39.90","40.83","38.91","40.78","38.04","39.41","-0.40","-0.20","-0.20","21.53","10.53","22.47","37.27","32.29","28.84","-106.61","42.69","1.40","1.58","-83.70","","12.18","4.06","-0.70","","2022-09-21"
"MANALIPETC","97.20","289757.00","716022.74","-0.72","-5.81","5.94","6.87","-5.77","97.86","98.13","99.41","98.46","97.40","98.20","97.26","98.27","98.91","98.92","99.89","101.00","107.14","101.79","105.31","89.49","97.40","0.36","0.38","-0.02","18.53","23.40","25.20","47.93","19.68","14.04","-47.13","95.95","2.45","3.39","-74.55","","18.40","13.59","5.45","","2022-09-21"
"MANAPPURAM","98.80","4207076.00","6052057.38","-1.64","-4.95","-0.40","14.55","-39.66","99.93","100.22","103.15","102.02","103.41","102.44","104.09","101.98","100.76","101.40","96.49","103.28","119.62","117.69","108.13","98.68","103.41","-0.46","0.50","-0.96","13.97","20.46","25.32","41.02","12.98","13.54","-126.19","107.40","3.00","3.19","-92.31","","21.39","21.68","-0.40","","2022-09-21"
"MANAPPURAM-1M","99.05","6204000.00","10500480.00","-1.74","-5.22","-0.20","14.31","-39.62","100.19","100.51","103.62","102.40","103.86","102.80","104.30","102.28","100.94","101.66","96.67","103.50","119.82","117.90","108.89","98.84","103.86","-0.42","0.59","-1.01","14.05","20.06","25.88","41.58","14.81","14.69","-125.62","107.72","2.80","3.28","-90.23","","25.15","23.58","-0.20","","2022-09-21"
"MANGALAM","156.50","103116.00","59577.86","1.07","-3.72","11.19","9.75","6.25","154.10","154.24","151.96","152.05","149.16","150.47","147.10","148.39","146.92","146.40","142.28","142.10","130.91","136.89","162.18","136.14","149.16","2.85","2.29","0.56","23.90","29.47","13.97","57.34","41.12","26.90","76.37","171.90","7.10","8.44","-50.77","","56.59","31.71","15.75","","2022-09-21"
"MANGCHEFER","124.90","622741.00","1507320.30","0.81","-1.19","3.05","21.26","69.01","125.27","125.31","127.08","125.83","126.02","125.26","123.50","123.35","121.73","120.81","112.54","114.63","96.06","101.24","131.30","120.74","126.02","1.35","2.08","-0.73","36.46","16.55","14.80","51.17","45.74","40.02","-123.59","130.17","1.85","3.74","-65.43","","24.68","19.91","3.70","","2022-09-21"
"MANGLMCEM","375.30","186360.00","68717.88","-1.98","1.19","12.30","42.62","-22.47","374.60","374.74","365.23","365.85","356.55","358.90","345.25","347.71","332.09","339.71","314.96","334.48","347.47","341.19","386.73","326.36","356.55","13.28","12.26","1.01","27.74","22.89","12.39","65.88","52.48","67.70","119.30","358.88","23.95","14.84","-38.72","","0.00","66.67","41.10","","2022-09-21"
"MANINDS","93.70","103765.00","171144.80","-2.40","4.23","7.27","26.45","-15.70","92.69","93.34","91.79","91.88","90.57","91.27","90.95","90.23","89.89","89.19","84.40","88.26","90.09","89.91","95.86","85.28","90.57","1.18","0.78","0.40","14.26","24.44","13.48","56.18","66.82","69.83","115.74","88.38","3.45","3.97","-41.84","","63.63","87.88","6.35","","2022-09-21"
